,,,,,,,,,,,,,,
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_05_live_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_05_live_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_05_live_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_05_live_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_05_live_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,└ [스트리머 숨기기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_05_live_menu.py :: test_스트리머_숨기기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_05_live_menu.py :: test_실행취소__버튼_클릭
,,,LIVE,카테고리,섹션,-,임의 카테고리 섹션 확인,해당 카테고리 LIVE 리스트 노출,,PASS,O,,,test_05_live_menu.py :: test_임의_카테고리_섹션_확인
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_05_live_menu.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_05_live_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_05_live_menu.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_05_live_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_05_live_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_05_live_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_05_live_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_05_live_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,└ [스트리머 숨기기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_05_live_menu.py :: test_스트리머_숨기기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_05_live_menu.py :: test_실행취소__버튼_클릭
,,,,,,,50번 쨰 섹션 최하단 이동,최하단 카테고리 섹션에 LIVE 리스트 노출,,PASS,O,,,test_05_live_menu.py :: test_50번_쨰_섹션_최하단_이동
,,VOD,VOD,상단 카테고리,-,-,"메뉴 진입 시, 포커스 확인",[전체] 카테고리 포커스,,PASS,O,,,test_06_vod_menu.py :: test_메뉴_진입_시__포커스_확인
,,,,,,,상단 카테고리 리스트 확인,최대 50개의 VOD 카테고리 노출,,PASS,O,,,test_06_vod_menu.py :: test_상단_카테고리_리스트_확인
,,,,,,,마지막 카테고리에서 리모컨 우측 클릭,맨 앞 [전체] 카테고리로 포커스 복귀,,PASS,O,,,test_06_vod_menu.py :: test_마지막_카테고리에서_리모컨_우측_클릭
,,,,,더보기,-,임의 카테고리 클릭,해당 카테고리의 더보기 리스트 노출,,PASS,O,,,test_06_vod_menu.py :: test_임의_카테고리_클릭
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_06_vod_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_06_vod_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_06_vod_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_06_vod_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_06_vod_menu.py
,,,,,,,└ [재생] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_06_vod_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_06_vod_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_06_vod_menu.py :: test_나중에_보기__버튼_클릭
,,,VOD,카테고리,섹션,-,임의 카테고리 섹션 확인,해당 카테고리 VOD 리스트 노출,,PASS,O,,,test_06_vod_menu.py :: test_임의_카테고리_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_06_vod_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_06_vod_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_06_vod_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_06_vod_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_06_vod_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_06_vod_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_06_vod_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_06_vod_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,50번 쨰 섹션 최하단 이동,최하단 카테고리 섹션에 VOD 리스트 노출,,PASS,O,,,test_06_vod_menu.py :: test_50번_쨰_섹션_최하단_이동
,,eSports,eSports,상단 카테고리,-,-,"메뉴 진입 시, 포커스 확인",첫 번째 카테고리 포커스,,PASS,O,20260703 기준 MSI,,test_07_esports_menu.py :: test_메뉴_진입_시__포커스_확인
,,,,,,,상단 카테고리 리스트 확인,모든 eSports 카테고리 리스트 노출,,PASS,O,,,test_07_esports_menu.py :: test_상단_카테고리_리스트_확인
,,,,,,,마지막 카테고리에서 리모컨 우측 클릭,맨 앞 첫 번째 카테고리로 포커스 복귀,,PASS,O,,,test_07_esports_menu.py :: test_마지막_카테고리에서_리모컨_우측_클릭
,,,,,더보기,-,임의 카테고리 클릭,해당 카테고리의 시즌별 리스트 노출,,PASS,O,,,test_07_esports_menu.py :: test_임의_카테고리_클릭
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_07_esports_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_07_esports_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_07_esports_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_07_esports_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_07_esports_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_07_esports_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_07_esports_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_07_esports_menu.py :: test_나중에_보기__버튼_클릭
,,,eSports,카테고리,섹션,-,임의 e스포츠 종목 섹션 확인,해당 카테고리 VOD 리스트 노출,,PASS,O,,,test_07_esports_menu.py :: test_임의_e스포츠_종목_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_07_esports_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_07_esports_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_07_esports_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_07_esports_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_07_esports_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_07_esports_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_07_esports_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_07_esports_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,섹션 최하단 이동,최하단 e스포츠 종목 섹션에 VOD 리스트 노출,,PASS,O,,,test_07_esports_menu.py :: test_섹션_최하단_이동
,,,eSports,카테고리 상세,,,상단 e스포츠 종목 선택,e스포츠 종목 중 가장 최근 시즌의 필터로 소팅되어 노출됨,,PASS,O,,,test_07_esports_menu.py :: test_상단_e스포츠_종목_선택
,,,,,,,,해당 시즌의 관련 VOD 노출됨,,PASS,O,,,test_07_esports_menu.py
,,,,,시즌,,상단 우측 시즌 필터 선택,e스포츠 관련 종목 시즌 필터 항목 노출됨예): LCK 정규 시즌,,PASS,O,,,test_07_esports_menu.py :: test_상단_우측_시즌_필터_선택
,,,,,,,,시즌 선택 시 시즌 관련 영상으로 소팅되어 노출됨,,PASS,O,,,test_07_esports_menu.py
,,,,,전체,,상단 영상 유형 필터 선택,영상 유형의 필터 항목 노출됨전체다시보기Catch주요장면인터뷰프리뷰특집영상기타,,PASS,O,MSI 로 확인,,test_07_esports_menu.py :: test_상단_영상_유형_필터_선택
,,,,,,,,영상 유형 필터 선택 시 분류에 맞게 소팅되어 노출됨,,PASS,O,,,test_07_esports_menu.py
,,MY,MY,즐겨찾기 전체,섹션,-,즐겨찾기 전체 섹션 확인,섹션 타이틀 우측 즐겨찾기 스트리머 총 인원 노출,,PASS,O,{n}명,,test_08_my_menu.py :: test_즐겨찾기_전체_섹션_확인
,,,,,,,,스트리머 프로필 이미지 / 닉네임 / ID 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,최근 방송 시작 시간 노출,,PASS,O,{n}{시간/일/개월/년} 전,,test_08_my_menu.py
,,,,,,,임의 스트리머 프로필 클릭,우측에 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_스트리머_프로필_클릭
,,,,,,,,스트리머 프로필 이미지 / 닉네임 / ID 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,방송 중인 경우 [LIVE 참여] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[즐겨찾기 삭제] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [즐겨찾기 삭제] 버튼 클릭,"리스트 새로고침되며, 즐겨찾기 삭제 안내 토스트 메시지 노출",,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기_삭제__버튼_클릭
,,,,,더보기,-,즐겨찾기 전체 리스트 맨 우측 이동,[즐겨찾기 전체 더보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기_전체_리스트_맨_우측_이동
,,,,,,,[즐겨찾기 전체 더보기] 버튼 클릭,즐겨찾기 전체 더보기 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기_전체_더보기__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 스트리머 프로필 클릭,우측에 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_스트리머_프로필_클릭
,,,,,,,,스트리머 프로필 이미지 / 닉네임 / ID 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,방송 중인 경우 [LIVE 참여] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[즐겨찾기 삭제] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [즐겨찾기 삭제] 버튼 클릭,"리스트 새로고침되며, 즐겨찾기 삭제 안내 토스트 메시지 노출",,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기_삭제__버튼_클릭
,,,MY,구독한 스트리머의 LIVE,섹션,-,구독한 스트리머의 LIVE 섹션 확인,구독한 스트리머의 LIVE 방송 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_구독한_스트리머의_LIVE_섹션_확인
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,섹션 리스트 맨 우측 이동,[구독한 스트리머의 LIVE 더보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py :: test_섹션_리스트_맨_우측_이동
,,,,,,,더보기 버튼 클릭,구독한 스트리머의 LIVE 더보기 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_더보기_버튼_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,MY,구독한 스트리머의 VOD,섹션,-,구독한 스트리머의 VOD 섹션 확인,구독한 스트리머의 VOD 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_구독한_스트리머의_VOD_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,섹션 리스트 맨 우측 이동,[구독한 스트리머의 VOD 더보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py :: test_섹션_리스트_맨_우측_이동
,,,,,,,더보기 버튼 클릭,구독한 스트리머의 유저클립 더보기 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_더보기_버튼_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,MY,즐겨찾기한 스트리머의 LIVE,섹션,-,즐겨찾기한 스트리머의 LIVE 섹션 확인,즐겨찾기한 스트리머의 LIVE 방송 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기한_스트리머의_LIVE_섹션_확인
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,섹션 리스트 맨 우측 이동,[즐겨찾기한 스트리머의 LIVE 더보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py :: test_섹션_리스트_맨_우측_이동
,,,,,,,더보기 버튼 클릭,즐겨찾기한 스트리머의 LIVE 더보기 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_더보기_버튼_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,MY,즐겨찾기한 스트리머의 유저클립,섹션,-,즐겨찾기한 스트리머의 유저클립 섹션 확인,즐겨찾기한 스트리머의 유저클립 VOD 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기한_스트리머의_유저클립_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 / 원저작자 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,정렬 기준 확인,최신순으로 정렬되어 노출됨,,PASS,O,,,test_08_my_menu.py :: test_정렬_기준_확인
,,,,,더보기,-,섹션 리스트 맨 우측 이동,[즐겨찾기한 스트리머의 유저클립 더보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py :: test_섹션_리스트_맨_우측_이동
,,,,,,,더보기 버튼 클릭,즐겨찾기한 스트리머의 유저클립 더보기 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_더보기_버튼_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 / 원저작자 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,정렬 기준 확인,최신순으로 정렬되어 노출됨,,PASS,O,,,test_08_my_menu.py :: test_정렬_기준_확인
,,,MY,즐겨찾기한 스트리머의 VOD,섹션,-,즐겨찾기한 스트리머의 VOD 섹션 확인,즐겨찾기한 스트리머의 VOD 리스트 노출,,PASS,O,,,test_08_my_menu.py :: test_즐겨찾기한_스트리머의_VOD_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_08_my_menu.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_08_my_menu.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_08_my_menu.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_08_my_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_08_my_menu.py :: test_나중에_보기__버튼_클릭
,,,,,,,정렬 기준 확인,최신순으로 정렬되어 노출됨,,PASS,O,,,test_08_my_menu.py :: test_정렬_기준_확인
,,,,,,,영상 유형 확인,유저클립 유형은 노출되지 않음,,PASS,O,,,test_08_my_menu.py :: test_영상_유형_확인
